"Datum","Warengruppe","Umsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Windspitze","Niederschlagsmenge","Niederschlagsform","Sonnenscheindauer","Relative_Feuchte","Max-Temperatur","Min_Temperatur","Min_Temperatur_Boden","Uebernachtungen","Ankuenfte","Aufenthaltsdauer","Schleswig-Holstein.Feiertage","Baden-Wuerttemberg.Ferien","Bayern.Ferien","Berlin.Ferien","Brandenburg.Ferien","Bremen.Ferien","Hamburg.Ferien","Hessen.Ferien","Mecklenburg-Vorpommern.Ferien","Niedersachsen.Ferien","Nordrhein-Westfalen.Ferien","Rheinland-Pfalz.Ferien","Saarland.Ferien","Sachsen.Ferien","Sachsen-Anhalt.Ferien","Schleswig-Holstein.Ferien","Thueringen.Ferien","Wettergruppe","Wochentag","Warenname","Monat","KalenderWoche","Wochenende","Windchill"
2013-10-25,4,70.0532365692146,0,7,11.8875,7,9.1,0.9,4,0.3,90,14.9,4.9,1.7,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,"Regen","Freitag","Konditorei","Okt","43",0,9.35289168207574
2013-10-26,4,63.040579010536,0,5,16.775,10,12.7,0.3,4,2.8,88,17.8,13.4,11.3,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Konditorei","Okt","43",1,15.1736104885124
2013-10-27,4,186.537638448479,0,6,14.9875,16,18.5,1.9,4,1.9,84,17.3,12.8,10.9,51440,24341,2.11330676636128,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"Regen","Sonntag","Konditorei","Okt","43",1,12.0531399256113
2013-10-28,4,74.3238360664755,0,7,14.3625,29,31,13.5,4,0.4,83,17.5,9.8,9.1,51440,24341,2.11330676636128,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"Regen","Montag","Konditorei","Okt","44",0,10.107003452278
2013-10-29,4,74.735898673334,0,7,10.775,17,14.9,5.5,4,0.5,85,12.1,8.2,6.8,51440,24341,2.11330676636128,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"Regen","Dienstag","Konditorei","Okt","44",0,6.10788803990525
2013-10-30,4,48.1084083947754,0,6,10.4375,10,11.6,1.3,4,3.3,90,11.9,6.6,4.9,51440,24341,2.11330676636128,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"Regen","Mittwoch","Konditorei","Okt","44",0,6.77655141323081
2013-10-31,4,85.5171451600742,0,5,11.1625,13,13.5,5.8,4,3.9,84,12.5,6.6,4.8,51440,24341,2.11330676636128,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Konditorei","Okt","44",0,7.20896654455229
2013-11-01,4,91.3424292969203,0,8,10.625,9,9.1,2.3,4,0,96,11.1,8.6,8.1,44955,22457,2.00182571135949,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,"Regen","Freitag","Konditorei","Nov","44",0,7.23725735632148
2013-11-02,4,60.8349248921595,0,8,8.8875,3,6,8.2,4,0.1,95,10.3,8.1,7.8,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"Regen","Samstag","Konditorei","Nov","44",1,7.16199253541454
2013-11-03,4,128.473076323971,0,6,10.7,15,16.8,0.3,4,1.4,82,11.6,7,5.6,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Konditorei","Nov","44",1,6.27678092396856
2013-11-05,4,74.2946461688414,0,4,8.9,12,10.8,2.2,4,2.8,86,10.1,5.9,4.6,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Konditorei","Nov","45",0,4.32758585156174
2013-11-06,4,64.0286940032467,0,4,8.1375,12,12,4.3,4,3.1,90,10.1,5.3,4.1,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Konditorei","Nov","45",0,3.30141067349283
2013-11-07,4,67.2858927962349,0,6,9.5,10,8.9,0.5,4,1.6,93,10.9,6.9,4.7,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Konditorei","Nov","45",0,5.53438291097022
2013-11-08,4,65.3154182108296,0,3,9.325,9,7.6,2.6,4,4.7,91,10.5,5.7,3.4,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Freitag","Konditorei","Nov","45",0,5.53007123108945
2013-11-09,4,63.0232472685735,0,5,7.7,16,17.8,11.7,4,1.4,90,9.6,5.6,3.6,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Samstag","Konditorei","Nov","45",1,1.99696004768588
2013-11-10,4,176.522124121548,0,2,6.9875,12,12,0.2,4,4.6,91,9,3.6,2.3,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Konditorei","Nov","45",1,1.75373663443808
2013-11-11,4,76.1706634927456,0,2,8.3125,5,12.8,0,4,4.6,85,10.5,0.1,-1.8,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Montag","Konditorei","Nov","46",0,5.4647615013795
2013-11-12,4,49.0155893982333,0,7,5.9375,9,10.5,1.7,4,0,88,7.8,5.4,4.4,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Konditorei","Nov","46",0,1.08153815476369
2013-11-13,4,65.8442679091616,0,1,8.8,12,10.6,0,4,5.4,90,10.1,3,1.3,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Mittwoch","Konditorei","Nov","46",0,4.19300550033959
2013-11-14,4,57.5383042189858,0,5,6.9375,9,9.6,0,4,1.3,88,7.8,4.7,3.2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Konditorei","Nov","46",0,2.39475825109602
2013-11-15,4,51.4925840580978,0,7,6.45,6,7.6,0,4,0,96,6.8,4.8,2.9,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Konditorei","Nov","46",0,2.72028596120986
2013-11-16,4,49.4223775237036,0,8,8.875,12,11.8,0,4,0,94,9.4,6.8,5.5,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Konditorei","Nov","46",1,4.29394076375621
2013-11-17,4,177.087584201101,0,2,8.8875,8,7,0,4,3.9,92,10.5,3.3,-0.3,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bewölkung","Sonntag","Konditorei","Nov","46",1,5.21107711346463
2013-11-18,4,49.8879972007333,0,7,6.65,5,7,0.1,4,0,96,7.1,4.9,0.9,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Konditorei","Nov","47",0,3.38475455074572
2013-11-19,4,54.9978272171921,0,8,5.8375,8,9.2,0.1,4,0,95,7.1,1.4,-1.1,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Konditorei","Nov","47",0,1.24514230092505
2013-11-20,4,78.1131998337016,0,6,3.85,6,6.2,0,0,1.1,87,5.5,-3.2,-5.4,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Mittwoch","Konditorei","Nov","47",0,-0.581115525028698
2013-11-21,4,58.3913411790683,0,2,3.275,8,8,1.2,4,5,94,5.5,-4.4,-6.2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Donnerstag","Konditorei","Nov","47",0,-2.08689309485616
2013-11-22,4,57.7729401837321,0,7,5.375,10,9.9,0,4,0,85,6.2,4.7,3.8,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Konditorei","Nov","47",0,0.0688415010236518
2013-11-23,4,91.899653481564,0,3,4.9125,6,7.4,0.2,4,3.8,91,6.3,1.4,-2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Konditorei","Nov","47",1,0.76801489002071
2013-11-24,4,175.128357778932,0,0,4.6,16,12.9,0,0,5,79,6.2,-3.4,-6.2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Sonntag","Konditorei","Nov","47",1,-2.28079743040248
2013-11-25,4,92.5228806731995,0,0,3.7,10,9.1,0,0,5.7,88,5.2,-5.1,-7.2,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Montag","Konditorei","Nov","48",0,-2.15049955634859
2013-11-26,4,57.5784741040714,0,2,2.3125,6,6.3,0.8,4,4,90,4.3,-4.7,-6.4,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Dienstag","Konditorei","Nov","48",0,-2.53338659621785
2013-11-27,4,78.1936852275363,0,8,7.3125,12,11.5,0.6,4,0,98,9,3.7,2.9,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Konditorei","Nov","48",0,2.19112277591008
2013-11-28,4,101.637479250916,0,2,8.025,18,14.3,0,0,3,81,8.9,4.8,2.6,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Donnerstag","Konditorei","Nov","48",0,2.14747910819196
2013-11-29,4,83.7787352392597,0,8,5.9875,11,16,10.6,4,0,88,6.6,4,1.6,44955,22457,2.00182571135949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Konditorei","Nov","48",0,0.635129383693489
2013-12-01,4,140.686615291205,0,5,8.6625,20,15.8,0.1,4,0.5,88,9.5,-0.2,-3.2,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Konditorei","Dez","48",1,2.77342308633569
2013-12-02,4,73.3221953360975,0,0,3.0625,4,5.2,0,0,1.9,98,4.3,-2.5,-4.8,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Montag","Konditorei","Dez","49",0,-0.538056164830282
2013-12-03,4,68.5617336096169,0,8,1.7125,6,6.4,0,4,0,99,4,-0.3,-0.5,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Dienstag","Konditorei","Dez","49",0,-3.29524847765751
2013-12-04,4,63.7021074904902,0,7,5.85,11,11.4,1.9,4,0,93,6.9,3.4,1.3,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Konditorei","Dez","49",0,0.451458292316989
2013-12-05,4,66.2712031267702,0,7,4.4625,24,27.3,10.2,4,0,83,6.1,0.7,-0.1,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Konditorei","Dez","49",0,-3.70138275663382
2013-12-06,4,81.3614647215711,0,6,1.7875,25,26.5,2.1,4,0.2,82,3.8,0.3,-0.8,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Schnee","Freitag","Konditorei","Dez","49",0,-7.67124066572535
2013-12-07,4,61.3937929370576,0,5,1,11,14.1,1.6,4,1.7,84,2.2,-0.7,-2,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Konditorei","Dez","49",1,-6.02712202169053
2013-12-08,4,101.998231468739,0,8,6.975,16,15.5,12,4,0,96,9.1,0.5,0,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Konditorei","Dez","49",1,0.996516766520052
2013-12-09,4,66.1496191363994,0,7,9.2375,10,12.6,0.1,4,0,99,9.5,8.6,8.2,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nebel oder Eisnebel","Montag","Konditorei","Dez","50",0,5.18657573033726
2013-12-10,4,60.8077382038886,0,7,7.1875,8,9.2,0,4,0,100,8.6,5.1,4.1,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Konditorei","Dez","50",0,3.00055607040978
2013-12-11,4,49.7261823587047,0,7,5.025,9,8.2,0,0,0,93,5.6,1.8,1.5,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Mittwoch","Konditorei","Dez","50",0,-0.116775183139556
2013-12-12,4,62.7526558507983,0,8,2.525,8,10.2,0.4,4,0,100,3.2,1.5,0.3,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Konditorei","Dez","50",0,-3.06212296679212
2013-12-15,4,97.4825174374607,0,8,7.925,12,12.2,1.7,4,0,91,8.7,4.9,4.1,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Konditorei","Dez","50",1,3.01542742714576
2013-12-16,4,37.1897783267561,0,8,8.775,12,12.3,1.5,4,0,80,11,7.3,6,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Montag","Konditorei","Dez","51",0,4.15936041253405
2013-12-17,4,69.9500582980743,0,8,4.95,8,8.8,0.2,4,0.1,95,9.8,2.1,-0.5,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Konditorei","Dez","51",0,0.0911202858008267
2013-12-18,4,81.0249143151096,0,7,6.85,8,8.2,0,4,0.2,92,7.7,2,1.5,38590,20839,1.85181630596478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Mittwoch","Konditorei","Dez","51",0,2.5617026280386
2013-12-19,4,79.0572340066618,0,7,7.4,10,11.5,5.9,4,0,92,8.2,3.4,1.4,38590,20839,1.85181630596478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Konditorei","Dez","51",0,2.75192546590652
2013-12-20,4,69.9295037876725,0,7,5.2875,10,11.5,0,4,0,93,6.3,2.4,0.8,38590,20839,1.85181630596478,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Regen","Freitag","Konditorei","Dez","51",0,-0.0470942258540035
2013-12-21,4,63.5616525987563,0,8,6.5625,13,14.3,3.3,4,0,86,7.4,5.4,3.9,38590,20839,1.85181630596478,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,"Regen","Samstag","Konditorei","Dez","51",1,0.975326228218865
2013-12-22,4,138.655812124506,0,7,8.1375,12,15.4,1.7,4,0.1,85,8.5,5,3.8,38590,20839,1.85181630596478,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,"Regen","Sonntag","Konditorei","Dez","51",1,3.30141067349283
2013-12-23,4,60.8076590130824,0,3,5.4875,10,15,0.8,4,2,84,9.5,4.2,2.3,38590,20839,1.85181630596478,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Montag","Konditorei","Dez","52",0,0.217901721294925
2013-12-29,4,175.489183127665,0,7,5.7125,9,11,5.5,4,0,94,6.4,4.4,3.2,38590,20839,1.85181630596478,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Regen","Sonntag","Konditorei","Dez","52",1,0.78606363308892
2014-01-02,4,71.7295837755931,0,7,6.25,9,10.8,1,4,0,90,7.9,3,1.4,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Konditorei","Jan","01",0,1.49191943486755
2014-01-03,4,111.358444084666,0,7,6.8375,10,16.2,2.7,4,0,92,9.3,4.6,3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Konditorei","Jan","01",0,2.00662436455017
2014-01-04,4,104.673188597976,0,5,6.9375,11,12.4,0,0,1.1,81,8.4,5.4,3.6,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Konditorei","Jan","01",1,1.90412965138568
2014-01-05,4,124.764364378822,0,7,6.1875,11,10.3,0.7,4,0,89,7.2,3.1,0.1,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Konditorei","Jan","01",1,0.902287334786582
2014-01-06,4,104.294206603332,0,7,7.9125,11,11.3,10.4,4,0,92,10.2,3,1.3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Konditorei","Jan","02",0,3.20652466296451
2014-01-07,4,79.4168862163993,0,7,10.4375,13,14.9,0.8,4,0.3,85,11,7.7,6.1,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Dienstag","Konditorei","Jan","02",0,6.22649062513018
2014-01-08,4,82.3370153760945,0,7,8.6375,15,13.7,2.4,4,0,88,9.4,7.4,5.7,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Konditorei","Jan","02",0,3.44676181650084
2014-01-09,4,80.2711861838417,0,7,9.6125,16,19.9,9.9,4,0,91,10.6,5.4,4.1,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Konditorei","Jan","02",0,4.63606042731297
2014-01-10,4,63.2504812118984,0,7,6.6375,17,16.6,3.5,4,0.6,87,7.4,5.6,3.9,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Konditorei","Jan","02",0,0.367875506270689
2014-01-11,4,57.1201137737824,0,7,5.5875,18,15.3,5.3,4,0,92,6.7,2.4,1.5,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Samstag","Konditorei","Jan","02",1,-1.25124893582987
2014-01-12,4,187.466582265489,0,2,5.525,16,15.8,0,4,3.6,87,6.8,1.5,-1.3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Konditorei","Jan","02",1,-1.0043697958116
2014-01-13,4,49.8996215621949,0,8,3.1375,10,10.8,1.7,4,0,97,6.3,0.9,0,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Konditorei","Jan","03",0,-2.89580065770494
2014-01-14,4,83.7591557253582,0,6,4.225,6,5.3,0,0,1.2,99,5.1,-0.2,-1.3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Dienstag","Konditorei","Jan","03",0,-0.104951849128907
2014-01-15,4,78.6490722353439,0,7,3.228571,7,8.2,3,4,0,98,3.8,1.5,1.5,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Konditorei","Jan","03",0,-1.78212393923587
2014-01-16,4,57.5214212168637,0,8,2.7375,9,9.7,10,4,0,97,3.9,2,1.6,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Konditorei","Jan","03",0,-3.12076615349976
2014-01-17,4,61.4660377155236,0,7,6.7375,4,5.6,1.9,4,0.4,96,7.5,3.2,2.3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Freitag","Konditorei","Jan","03",0,3.97869829332959
2014-01-18,4,66.7096858590463,0,7,5.8875,8,11.1,0.2,4,0,95,6.5,4.1,3.1,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Samstag","Konditorei","Jan","03",1,1.31015762572078
2014-01-19,4,161.394205203827,0,7,2.8625,19,19.3,0,0,0,92,4.1,0.4,0.3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Sonntag","Konditorei","Jan","03",1,-5.22418290703104
2014-01-20,4,66.1656875195136,0,8,0.3875,13,12.7,0.2,4,0,94,0.6,-0.3,-0.5,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Konditorei","Jan","04",0,-7.39265832685916
2014-01-21,4,98.212098799943,0,7,-0.65,7,9.8,1.8,4,0,96,0,-1.2,-1.6,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Schnee","Dienstag","Konditorei","Jan","04",0,-6.76980182334443
2014-01-22,4,82.1429701099207,0,8,-3.1125,14,13.6,0,4,0,90,-1.1,-3.4,-3.5,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Konditorei","Jan","04",0,-12.4138176586656
2014-01-23,4,66.0486669031107,0,8,-3.1875,11,12.6,0,4,0,81,-2.3,-5,-5,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Konditorei","Jan","04",0,-11.6207416227022
2014-01-24,4,72.3865767161981,0,2,-5.1625,13,12.6,0,0,4.4,82,-4,-6.5,-8.2,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Freitag","Konditorei","Jan","04",0,-14.9136808824354
2014-01-25,4,84.5110962290284,0,5,-7.0375,8,11.4,0,0,2.2,76,-5.8,-9,-10.6,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Konditorei","Jan","04",1,-15.4963038339756
2014-01-26,4,201.191517525166,0,1,-8.475,10,12.2,1.1,4,5.8,83,-7,-10.8,-11.5,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Sonntag","Konditorei","Jan","04",1,-18.2821278390394
2014-01-27,4,66.2599633585981,0,5,0.7,9,10.8,0.4,4,2.6,95,2.9,-8.3,-8.2,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Konditorei","Jan","05",0,-5.79645209977687
2014-01-28,4,74.0575405609287,0,7,-0.2625,10,10.7,0,4,0,96,0.5,-2.1,-2.3,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trockenereignisse","Dienstag","Konditorei","Jan","05",0,-7.40073175923666
2014-01-29,4,76.2200829273755,0,7,-5.05,13,12.3,0.7,4,0,84,-1.7,-5.9,-6.1,32835,16276,2.01738756451217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Schnee","Mittwoch","Konditorei","Jan","05",0,-14.761227722525
2014-01-30,4,72.9890223085887,0,7,-4.4875,8,8.7,0.7,4,0,89,-3.3,-5.3,-6.6,32835,16276,2.01738756451217,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Schnee","Donnerstag","Konditorei","Jan","05",0,-12.1805222693934
2014-01-31,4,64.6906831302521,0,8,-3.6875,7,9.7,0,0,0,91,-2,-5.3,-7.4,32835,16276,2.01738756451217,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"Trockenereignisse","Freitag","Konditorei","Jan","05",0,-10.6758980564622
2014-02-01,4,105.676725668115,0,7,3.225,10,11.2,1.4,4,0,88,4.2,-2,-2.8,40129,19724,2.03452646522004,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,"Regen","Samstag","Konditorei","Feb","05",1,-2.77986493082729
2014-02-02,4,237.893596916681,0,0,5.4875,8,9.5,0,0,5.2,88,7.2,1.8,-1.8,40129,19724,2.03452646522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Nischt","Sonntag","Konditorei","Feb","05",1,0.790035027354934
2014-02-03,4,152.956273429037,0,1,3.475,8,10.3,0,4,5,95,5.9,-2,-4.6,40129,19724,2.03452646522004,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"Trockenereignisse","Montag","Konditorei","Feb","06",0,-1.82683179567324
2014-02-04,4,112.894063883488,0,5,3.925,6,8.3,0,0,3.4,88,6.2,0.8,-1,40129,19724,2.03452646522004,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"Trockenereignisse","Dienstag","Konditorei","Feb","06",0,-0.485882789848738
2014-02-05,4,135.061148458054,0,4,3.675,8,7.9,0.1,4,2.9,90,5.3,-0.2,-2.7,40129,19724,2.03452646522004,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"Trockenereignisse","Mittwoch","Konditorei","Feb","06",0,-1.56677049649031
2014-02-06,4,140.050350415932,0,7,7.875,11,11.2,2.5,4,0.2,79,8.6,2.6,0.9,40129,19724,2.03452646522004,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Konditorei","Feb","06",0,3.15643254713456
2014-02-07,4,118.729800726482,0,7,8.475,15,17.1,7.2,4,0.3,90,10.2,4.4,3.2,40129,19724,2.03452646522004,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"Regen","Freitag","Konditorei","Feb","06",0,3.22379061409429
2014-02-08,4,152.794657636639,0,7,6.2875,12,12.1,1.1,4,0,87,7.2,3.5,2,40129,19724,2.03452646522004,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"Regen","Samstag","Konditorei","Feb","06",1,0.811674175883024
2014-02-09,4,365.729264338809,0,5,6.7125,15,17.2,8,4,2.3,81,8.3,3.7,2.8,40129,19724,2.03452646522004,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"Regen","Sonntag","Konditorei","Feb","06",1,0.805410649530966
2014-02-10,4,99.6175131980021,0,2,6.6375,9,10,0.1,4,5.2,76,8.7,2.7,0.8,40129,19724,2.03452646522004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Nischt","Montag","Konditorei","Feb","07",0,2.00079222219632
